featurecla,name,namealt,changed,note,name_fr,min_label,max_label,scalerank,label,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,ne_id,name_fa,name_he,name_uk,name_ur,name_zht,oceanbasin,subbasin
gulf,Gulf of Yana,,Version 1.4,,Golfe de Iana,5.7,10.0,5,Gulf of Yana,Q2363133,╪«┘ä┘è╪¼ ┘è╪º┘å╪º,αªùαª╛αª▓αª½ αªàαª½ αªçαºƒαª╛αª¿αª╛,Yana Bay,Yana Bay,Bah├¡a del Yana,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬ô╬╣╬¼╬╜╬▒,αñ»αñ╛αñ¿αñ╛ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Yana-├╢b├╢l,Teluk Yana,Golfo della Jana,πâñπâèµ╣╛,Ω▒╕φöä ∞ÿñδ╕î ∞ò╝δéÿ,Janabaai,Zatoka Ja┼äska,Golfo do Yana,╨»╨╜╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Yanabukten,Yana K├╢rfezi,vß╗ïnh Yana,Σ║₧τ┤ìτüú,1159118193,╪«┘ä█î╪¼ █î╪º┘å╪º,╫₧╫ñ╫¿╫Ñ ╫Ö╫É╫á╫ö,╨»╨╜╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,┌»┘ä┘ü ╪ó┘ü █î╪º┘å╪º,Σ║₧τ┤ìτüú,Arctic Ocean,Laptev Sea
strait,Dmitriy Laptev Strait,,Version 1.4,,d├⌐troit de Dmitri-Laptev,7.6,10.0,7,Dmitriy Laptev Strait,Q1149827,┘à╪╢┘è┘é ╪»┘è┘à╪¬╪▒┘è ┘ä╪º╪¿╪¬┘è┘ü,αªªαª«αª┐αªñαºìαª░αª┐ αª▓αºìαª»αª╛αª¬αªñαºçαª¡ αª╕αºìαªƒαºìαª░αºçαªƒ,Laptew-Stra├ƒe,Dmitry Laptev Strait,Estrecho de Dmitri L├íptev,╬ú╧ä╬╡╬╜╧î ╧ä╬┐╧à ╬¥╧ä╬╝╬»╧ä╧ü╬╣ ╬¢╬¼╧Ç╧ä╬╡╧å,αñªαñ┐αñ«αñ┐αññαÑìαñ░αÑÇ αñ▓αñ╛αñ¬αññαÑçαñ╡ αñ╕αÑìαñƒαÑìαñ░αÑçαñƒ,Dmitrij Laptev-szoros,Selat Dmitriy Laptev,stretto di Dmitrij Laptev,πâëπâƒπâêπâ¬πâ╝πâ╗πâ⌐πâùπâåπâòµ╡╖σ│í,δô£δ»╕φè╕δª¼δ₧ìφàîφöä φò┤φÿæ,Straat van Dmitri Laptev,Cie┼¢nina ┼üaptiewa,Estreito de Laptev,╨ƒ╤Ç╨╛╨╗╨╕╨▓ ╨ö╨╝╨╕╤é╤Ç╨╕╤Å ╨¢╨░╨┐╤é╨╡╨▓╨░,Dmitri Laptev-sundet,Dmitriy Laptev Bo─ƒaz─▒,eo biß╗ân Dmitry Laptev,σ╛╖τ▒│τë╣Θçî┬╖µïëµÖ«µì╖σñ½µ╡╖σ│í,1159118213,╪¬┘å┌»┘ç ╪»┘à█î╪¬╪▒█î ┘ä╪º┘╛╪¬┘ü,╫₧╫ª╫¿ ╫ô╫₧╫Ö╫ÿ╫¿╫Ö ╫£╫É╫ñ╫ÿ╫æ,╨ƒ╤Ç╨╛╤é╨╛╨║╨░ ╨ö╨╝╨╕╤é╤Ç╨░ ╨¢╨░╨┐╤é╤ö╨▓╨░,┘à╪¬╪▒█î ┘ä╪º┘╛┘╣█î┘ê ╪º╪│╪¬╪▒█î╪¬,σ╛╖τ▒│τë╣Θçî┬╖µïëµÖ«µì╖σñ½µ╡╖σ│╜,Arctic Ocean,East Siberian Sea
bay,East Korea Bay,,Version 1.4,,baie de Cor├⌐e orientale,6.0,10.0,5,East Korea Bay,Q52060,╪«┘ä┘è╪¼ ┘â┘ê╪▒┘è╪º ╪º┘ä╪┤╪▒┘é┘è,αª¬αºéαª░αºìαª¼ αªòαºïαª░αª┐αª»αª╝αª╛αª░ αªëαª¬αª╕αª╛αªùαª░,Ostkoreabucht,East Korea Bay,Bah├¡a Oriental de Corea,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬æ╬╜╬▒╧ä╬┐╬╗╬╣╬║╬«╧é ╬Ü╬┐╧ü╬¡╬▒╧é,αñ¬αÑéαñ░αÑìαñ╡αÑÇ αñòαÑïαñ░αñ┐αñ»αñ╛ αñ¼αÑç,Kelet-koreai-├╢b├╢l,Teluk Korea Timur,Baia della Corea Orientale,µ¥▒µ£¥Θ««µ╣╛,δÅÖ∞í░∞äáδºî,Oost-Koreabaai,Zatoka Wschodniokorea┼äska,Ba├¡a Oriental da Coreia,╨Æ╨╛╤ü╤é╨╛╤ç╨╜╨╛-╨Ü╨╛╤Ç╨╡╨╣╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,├ûstkoreabukten,Do─ƒu Kore K├╢rfezi,Vß╗ïnh ─É├┤ng Triß╗üu Ti├¬n,Σ╕£µ£¥Θ▓£µ╣╛,1159118247,╪«┘ä█î╪¼ ╪┤╪▒┘é█î ┌⌐╪▒┘ç,╫₧╫ñ╫¿╫Ñ ╫º╫ò╫¿╫Ö╫É╫ö ╫ö╫₧╫û╫¿╫ù╫Ö,╨å╤ü╤é-╨Ü╨╛╤Ç╨╡╤Å-╨æ╨╡╨╣,╪º█î╪│┘╣ ┌⌐┘ê╪▒█î╪º ╪¿█Æ,Σ╕£µ£¥Θ▓£µ╣╛,North Pacific Ocean,Sea of Japan
strait,Cook Strait,,Version 1.4,,d├⌐troit de Cook,7.6,10.0,7,Cook Strait,Q5023,┘â┘ê┘â,αªòαºüαªò αª¬αºìαª░αªúαª╛αª▓αºÇ,Cookstra├ƒe,Cook Strait,Estrecho de Cook,╬ú╧ä╬╡╬╜╧î ╬Ü╬┐╧à╬║,αñòαÑüαñò αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,Cook-szoros,Selat Cook,stretto di Cook,πé»πââπé»µ╡╖σ│í,∞┐í φò┤φÿæ,Straat Cook,Cie┼¢nina Cooka,Estreito de Cook,╨ƒ╤Ç╨╛╨╗╨╕╨▓ ╨Ü╤â╨║╨░,Cooksundet,Cook Bo─ƒaz─▒,Eo biß╗ân Cook,σ║ôσàïµ╡╖σ│í,1159118281,╪¬┘å┌»┘ç ┌⌐┘ê┌⌐,╫₧╫ª╫¿ ╫º╫ò╫º,╨ƒ╤Ç╨╛╤é╨╛╨║╨░ ╨Ü╤â╨║╨░,╪ó╪¿┘å╪º╪ª█Æ ┌⌐┌⌐,σ║½σàïµ╡╖σ│╜,South Pacific Ocean,Tasman Sea
bay,Geographe Bay,,Version 1.4,,baie du G├⌐ographe,6.0,10.0,5,Geographe Bay,Q1503116,╪«┘ä┘è╪¼ ╪¼┘è┘ê╪¼╪▒╪º┘ü,αª£αª┐αªôαªùαºìαª░αºìαª»αª╛αª½αºç αª¼αºç,Geographe Bay,Geographe Bay,Bah├¡a Geographe,╬Ü╧î╬╗╧Ç╬┐╧é ╬ô╬║╬╡╬┐╧ü╬│╬║╬¼╧å╬╡,αñ£αñ┐αñ»αÑïαñùαÑìαñ░αñ╛αÑ₧ αñ¼αÑç,Geographe-├╢b├╢l,Teluk Geographe,Baia G├⌐ographe,πé╕πâºπé░πâ⌐πâòµ╣╛,∞ºÇ∞ÿñΩ╖╕δ₧ÿφöä δ▓á∞¥┤,Geographe Bay,Zatoka Geografa,Ba├¡a Geographe,╨╖╨░╨╗╨╕╨▓ ╨ö╨╢╨╛╨│╤Ç╨░╤ä,Geographe Bay,Geographe Koyu,Vß╗ïnh Geographe,Σ╣öµá╝µïëΦÅ▓µ╣╛,1159118321,╪«┘ä█î╪¼ ╪¼╪ª┘ê┌»╪▒╪º┘ü┘ç,╫₧╫ñ╫¿╫Ñ ╫Æ╫Ö╫É╫ò╫Æ╫¿╫ñ╫ö,╨ö╨╢╨╡╨╛╨│╤Ç╨░╤ä╤û-╨æ╨╡╨╣,╪¼█î┘ê┌»╪▒╪º┘ü ╪¿█Æ,σû¼µá╝µïëΘ¥₧τüú,Indian Ocean,INDIAN OCEAN
gulf,Gulf of OlenΓÇÿk,,,,Olenekskiy Zaliv,6.0,10.0,5,Gulf of OlenΓÇÿk,,╪«┘ä┘è╪¼ ╪ú┘ê┘ä┘è┘å┘â,αªùαª╛αª▓αª½ αªàαª½ αªôαª▓αºçαªéαªò,Olenekskiy Zaliv,Olenyok Gulf,Gulf of OlenΓÇÿk,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬┐╧à ╬î╬╗╬╡╬╜╬║,αñôαñ▓αÑçαñ¿αñòαÑÇ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,OlenΓÇÿk-├╢b├╢l,Teluk OlenΓÇÿk,Golfo dell'Olen├½k,πé¬πâ¼πâ│πé»µ╣╛,Ω▒╕φöä ∞ÿñδ╕î ∞ÿ¼δáîφü¼,Golf van Olenyok,Zatoka OlenΓÇÿk,Golfo de Oleniok,╨₧╨╗╨╡╨╜╤æ╨║╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Olenkbukten,OlenΓÇÿk K├╢rfezi,Vß╗ïnh OlenΓÇÿk,σÑÑσà░σàïµ╣╛,1159118351,╪«┘ä█î╪¼ ╪º┘ä┘å┌⌐,╫₧╫ñ╫¿╫Ñ ╫É╫ò╫£╫á'╫º,╨₧╨╗╨╡╨╜╤î╨╛╤å╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,┌»┘ä┘ü ╪ó┘ü ╪º┘ê┘ä█î┘å┌⌐,σÑºΦÿ¡σàïτüú,Arctic Ocean,Laptev Sea
gulf,Gulf of Riga,,Version 5.2,,golfe de Riga,6.0,10.0,5,Gulf of Riga,Q174731,╪«┘ä┘è╪¼ ╪▒┘è╪║╪º,αªùαª╛αª▓αª½ αªàαª½ αª░αª┐αªùαª╛,Rigaischer Meerbusen,Gulf of Riga,Golfo de Riga,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬í╬»╬│╬▒╧é,αñ░αñ┐αñùαñ╛ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Rigai-├╢b├╢l,Teluk Riga,golfo di Riga,πâ¬πé¼µ╣╛,δª¼Ω░Çδºî,Golf van Riga,Zatoka Ryska,Golfo de Riga,╨á╨╕╨╢╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Rigabukten,Riga K├╢rfezi,Vß╗ïnh Riga,Θçîσèáµ╣╛,1159118365,╪«┘ä█î╪¼ ╪▒█î┌»╪º,╫₧╫ñ╫¿╫Ñ ╫¿╫Ö╫Æ╫ö,╨á╨╕╨╖╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,╪«┘ä█î╪¼ ╪▒█î┌»╪º,Θçîσèáτüú,Baltic Sea,Gulf of Riga
lagoon,Waddenzee,,Version 1.3,,mer des Wadden,7.6,10.0,7,Waddenzee,Q26080,╪¿╪¡╪▒ ┘ê╪º╪»┘å,αªôαª»αª╝αª╛αªíαºçαª¿αª£αª┐,Wattenmeer,Wadden Sea,mar de Frisia,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬┐╧à ╬Æ╬¼╬╜╧ä╬╡╬╜,αñ╡αÑêαñíαñ¿ αñ╕αñ╛αñùαñ░,Watt-tenger,Laut Wadden,Mare dei Wadden,πâ»πââπâçπâ│µ╡╖,δ░öδì┤φò┤,Waddenzee,Morze Wattowe,Mar Fr├¡sio,╨Æ╨░╤é╤é╨╛╨▓╨╛╨╡ ╨╝╨╛╤Ç╨╡,Vadehavet,Wadden Denizi,Biß╗ân Wadden,τôªτÖ╗µ╡╖,1159118385,╪»╪▒█î╪º█î ┘ê╪º╪»┘å,╫Ö╫¥ ╫ò╫É╫ô╫ƒ,╨Æ╨░╤é╤é╨╛╨▓╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ┘ê╪º╪»┘å,τôªτÖ╗µ╡╖,North Atlantic Ocean,North Sea
gulf,Gulf of Sidra,,Version 1.4,,Golfe de Syrte,6.0,10.0,5,Gulf of Sidra,Q187274,╪«┘ä┘è╪¼ ╪│╪▒╪¬,αªùαª╛αª▓αª½ αªàαª½ αª╕αª┐αªªαºìαª░αª╛,Gro├ƒe Syrte,Gulf of Sidra,golfo de Sirte,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬ú╧ì╧ü╧ä╬╖╧é,αñ╕αñ┐αñªαÑìαñ░ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Sidra-├╢b├╢l,Teluk Sidra,Golfo della Sirte,πé╖πâëπâ⌐µ╣╛,∞ï£δô£δ¥╝δºî,Golf van Sidra,Wielka Syrta,Golfo de Sidra,╨í╨╕╨┤╤Ç╨░,Sidrabukten,Sitre K├╢rfezi,Vß╗ïnh Sidra,Θöíσ╛╖µïëµ╣╛,1159118407,╪«┘ä█î╪¼ ╪│█î╪»╪▒╪º,╫₧╫ñ╫¿╫Ñ ╫í╫Ö╫ô╫¿╫ö,╨í╨╕╨┤╤Ç╨░,╪«┘ä█î╪¼ ╪│╪»╪▒█ü,Θî½σ╛╖µïëτüú,Mediterranean Region,Eastern Mediterranean Basin
bay,Bight of Benin,,Version 1.4,,Golfe du B├⌐nin,6.0,10.0,5,Bight of Benin,Q47530,╪«┘ä┘è╪¼ ╪¿┘å┘è┘å,αª¼αª┐αªùαªƒαºìΓÇî αªàαª½ αª¼αºçαª¿αª┐αª¿,Bucht von Benin,Bight of Benin,Golfo de Ben├¡n,╬£╧Ç╬¼╬╣╧ä ╬┐╧å ╬£╧Ç╬¡╬╜╬╣╬╜,αñ¼αÑçαñ¿αñ┐αñ¿ αñòαÑÇ αñ¼αñ╛αñçαñƒ,Benini-├╢b├╢l,Teluk Benin,Golfo del Benin,πâÖπâïπâ│µ╣╛,δ▓áδâëδºî,Baai van Benin,Zatoka Beninu,Golfo do Benim,╨æ╨╡╨╜╨╕╨╜,Beninbukten,Benin K├╢rfezi,Vß╗ïnh Benin,Φ┤¥σ«üµ╣╛,1159118475,╪¿╪▒╪º█î╪¬ ╪ó┘ê ╪¿┘å█î┘å,╫₧╫ñ╫¿╫Ñ ╫æ╫á╫Ö╫ƒ,╨æ╨╡╨╜╤û╨╜,╪¿╪º╪ª┘╣ ╪ó┘ü ╪¿█î┘å╪º╪ª┘å,Φ┤¥σ«üµ╣╛,North Atlantic Ocean,Gulf of Guinea
bay,Bight of Biafra,,Version 5.2,,Golfe du Biafra,6.0,10.0,5,Bight of Biafra,Q999031,╪«┘ä┘è╪¼ ╪¿┘è╪º┘ü╪▒╪º,αª¼αª┐αªùαªƒαºìΓÇî αªàαª½ αª¼αª┐αºƒαª╛αª½αºìαª░αª╛,Bucht von Bonny,Bight of Biafra,Golfo de Biafra,╬£╧Ç╬¼╬╣╧ä ╬┐╧å ╬£╧Ç╬╣╬¼╧å╧ü╬▒,αñ¼αñ┐αñåαñ½αñ╝αÑìαñ░αñ╛ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Biafra-├╢b├╢l,Teluk Bonny,Golfo del Biafra,πâ£πâïπâ╝µ╣╛,δ│┤δïêδºî,Golf van Bonny,Zatoka Bonny,Golfo do Biafra,╨æ╨╕╨░╤ä╤Ç╨░,Biafrabukten,Biafra K├╢rfezi,Vß╗ïnh Biafra,Θéªσ░╝µ╣╛,1159118493,╪«┘ä█î╪¼ ╪¿█î╪º┘ü╪▒╪º,╫₧╫ñ╫¿╫Ñ ╫æ╫Ö╫É╫ñ╫¿╫ö,╨æ╤û╨░╤ä╤Ç╨░,╪¿╪º╪ª┘╣ ╪ó┘ü ╪¿╪º╪ª█î ╪º█î┘ü╪▒╪º,Θéªσ░╝µ╣╛,North Atlantic Ocean,Gulf of Guinea
strait,Strait of Belle Isle,,Version 1.4,,d├⌐troit de Belle Isle,7.6,10.0,7,Strait of Belle Isle,Q815831,┘à╪╢┘è┘é ╪¿┘è┘ä ╪Ñ┘è┘ä,αª¼αºçαª▓ αªåαªçαª▓ αª¬αºìαª░αªúαª╛αª▓αºÇ,Belle-Isle-Stra├ƒe,Strait of Belle Isle,Estrecho de Belle Isle,╬ú╧ä╬╡╬╜╧î ╧ä╬╖╧é ╬╜╬«╧â╬┐╧à ╬£╧Ç╬╡╬╗,αñ¼αÑçαñ▓αÑç αñåαñçαñ▓ αñòαÑÇ αñ£αñ▓αñíαñ«αñ░αÑéαñ«αñºαÑìαñ»,Belle Isle-szoros,Selat Belle Isle,Stretto di Belle Isle,πâÖπâ½πéóπéñπâ½µ╡╖σ│í,δ▓¿∞òä∞¥╝ φò┤φÿæ,Straat van Belle Isle,Cie┼¢nina Belle Isle,Estreito de Belle Isle,╨æ╨╡╨╗╨╗-╨É╨╣╨╗,Belle Isle-sundet,Belle Isle Bo─ƒaz─▒,Eo biß╗ân Belle Isle,Φ┤¥σ░öσ▓¢µ╡╖σ│í,1159118511,╪¼╪▓█î╪▒┘ç ╪º╪│╪¬╪▒█î╪¬ ╪ó┘ê ╪¿┘ä,╫₧╫ª╫¿ ╫ö╫É╫Ö ╫æ╫£,╨ƒ╤Ç╨╛╤é╨╛╨║╨░ ╨æ╨╡╨╗-╨É╨╣╨╗,╪│┘╣╪▒█î┘╣ ╪ó┘ü ╪¿█î┘ä█Æ ╪ó╪ª┘ä,Φ┤¥σ░öσ▓¢µ╡╖σ│í,North Atlantic Ocean,Gulf of Saint Lawrence
sound,Prince William Sound,,Version 5.2,,baie du Prince-William,7.6,10.0,7,Prince William Sound,Q631282,┘ä╪│╪º┘å ╪¿╪▒┘è┘å╪│ ┘ê┘ä┘è╪º┘à ╪º┘ä╪¿╪¡╪▒┘è,αª¬αºìαª░αª┐αª¿αºìαª╕ αªëαªçαª▓αª┐αºƒαª╛αª« αª╕αª╛αªçαª¿αºìαªí,Prinz-William-Sund,Prince William Sound,Prince William Sound,╬á╬┐╧ü╬╕╬╝╧î╧é ╧ä╬┐╧à ╬á╧ü╬»╬│╬║╬╣╧Ç╬▒ ╬ô╬┐╧à╬»╬╗╬╣╬▒╬╝,αñ¬αÑìαñ░αñ┐αñéαñ╕ αñ╡αñ┐αñ▓αñ┐αñ»αñ« αñ╕αñ╛αñëαñéαñí,Prince William-szoros,Prince William Sound,Stretto di Prince William,πâùπâ¬πâ│πé╣πâ╗πéªπéúπâ¬πéóπâáµ╣╛,φöäδª░∞èñ ∞£îδª¼∞ùä φò┤φÿæ,Prince William Sound,Zatoka Ksi─Öcia Williama,Enseada do Pr├¡ncipe Guilherme,╨ƒ╤Ç╨╛╨╗╨╕╨▓ ╨ƒ╤Ç╨╕╨╜╤å╨░ ╨Æ╨╕╨╗╤î╨│╨╡╨╗╤î╨╝╨░,Prince William Sound,Prens William Su Kanal─▒,Eo biß╗ân Prince William,σ¿üσ╗ëτÄïσ¡Éµ╣╛,1159118537,╪»╪▒█î╪º╪▒╪º┘ç ┘╛╪▒┘å╪│ ┘ê█î┘ä█î╪º┘à,╫₧╫ñ╫¿╫Ñ ╫ö╫á╫í╫Ö╫Ü ╫ò╫Ö╫£╫Ö╫É╫¥,╨ù╨░╤é╨╛╨║╨░ ╨ƒ╤Ç╨╕╨╜╤å╨░ ╨Æ╤û╨╗╤î╨│╨╡╨╗╤î╨╝╨░,┘╛╪▒┘å╪│ ┘ê┘ä█î┘à ╪│╪º╪ñ┘å┌ê,σ¿üσ╗ëτÄïσ¡Éµ╣╛,North Pacific Ocean,Gulf of Alaska
strait,Estrecho de Magellanes,Strait of Magellan,Version 1.4,Strait of Magellan,d├⌐troit de Magellan,7.0,10.0,6,Estrecho de Magellanes,Q48365,┘à╪╢┘è┘é ┘à╪º╪¼┘ä╪º┘å,αª«αºìαª»αª╛αª£αºçαª▓αª╛αª¿ αª¬αºìαª░αªúαª╛αª▓αºÇ,Magellanstra├ƒe,Strait of Magellan,Estrecho de Magallanes,╬á╬┐╧ü╬╕╬╝╧î╧é ╧ä╬┐╧à ╬£╬▒╬│╬│╬╡╬╗╬¼╬╜╬┐╧à,αñ«αÑêαñ£αÑçαñ▓αñ¿ αñ£αñ▓αñíαñ«αñ░αÑéαñ«αñºαÑìαñ»,Magell├ín-szoros,Selat Magelhaens,Stretto di Magellano,πâ₧πé╝πâ⌐πâ│µ╡╖σ│í,δºê∞áñδ₧Ç φò┤φÿæ,Straat Magellaan,Cie┼¢nina Magellana,Estreito de Magalh├úes,╨£╨░╨│╨╡╨╗╨╗╨░╨╜╨╛╨▓ ╨┐╤Ç╨╛╨╗╨╕╨▓,Magellans sund,Macellan Bo─ƒaz─▒,Eo biß╗ân Magellan,Θ║ªσô▓Σ╝ªµ╡╖σ│í,1159118553,╪¬┘å┌»┘ç ┘à╪º┌ÿ┘ä╪º┘å,╫₧╫ª╫¿ ╫₧╫Æ╫£╫ƒ,╨£╨░╨│╨╡╨╗╨╗╨░╨╜╨╛╨▓╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪º█î╪│┘╣╪▒█î┌å┘ê ┌ê█î ┘à█î┌»█î┘ä╪º┘å█î╪│,Θ║ªσô▓Σ╝ªµ╡╖σ│í,South Pacific Ocean,Estrecho de Magellanes
bay,Bah├¡a Blanca,,Version 5.2,,Bah├¡a Blanca,6.0,10.0,5,Bah├¡a Blanca,,╪¿╪º┘ç┘è╪º ╪¿┘ä╪º┘å┘â╪º,αª¼αª╛αª╣αª┐αºƒαª╛ αª¼αºìαª▓αª╛αªÖαºìαªòαª╛,Bah├¡a Blanca,Bah├¡a Blanca,Bah├¡a Blanca,╬£╧Ç╬▒╬»╬▒ ╬£╧Ç╬╗╬¼╬╜╬║╬▒,αñ¼αñ╛αñ╣αñ┐αñ»αñ╛ αñ¼αÑìαñ▓αñ╛αñéαñòαñ╛,Bah├¡a Blanca,Teluk Blanca,Bah├¡a Blanca,πâÉπéñπéóπâûπâ⌐πâ│πé½,δ░ö∞¥┤∞òä δ╕öδ₧æ∞╣┤,Bah├¡a Blanca,Bah├¡a Blanca,Bah├¡a Blanca,╨æ╨░╨╕╤Å-╨æ╨╗╨░╨╜╨║╨░,Bah├¡a Blanca,Bah├¡a Blanca,Vß╗ïnh Blanca,σ╕âσà░σìíµ╣╛,1159118573,╪¿╪º┘ç█î╪º ╪¿┘ä╪º┘å┌⌐╪º,╫₧╫ñ╫¿╫Ñ ╫æ╫£╫á╫º╫ö,╨æ╨░╤Å-╨æ╨╗╨░╨╜╨║╨░,╪¿╪º█î█ü ╪¿┘ä╪º┘å┌⌐╪º,σ╕âΦÿ¡σìíτüú,South Atlantic Ocean,South Atlantic Ocean
gulf,Golfo de Penas,,Version 1.4,,Golfe de Penas,6.0,10.0,5,Golfo de Penas,Q1536356,╪«┘ä┘è╪¼ ╪¿┘è┘å╪º╪│,αªùαºïαª▓αª½αºï αªªαºç αª¬αºçαª¿αª╛αª╕,Golf von Penas,Gulf of Penas,Golfo de Penas,╬ô╬║╧î╬╗╧å╬┐ ╬╜╧ä╬╡ ╬á╬¡╬╜╬▒╧é,αñùαÑïαñ▓αÑìαñ½αÑï αñíαÑç αñ¬αÑçαñ¿αñ╛αñ╕,Penas-├╢b├╢l,Teluk Penas,Golfo di Penas,πâÜπâèπé╣µ╣╛,Ω│¿φÅ¼ δì░ φÄÿδéÿ∞èñ,Gulf of Penas,Golfo de Penas,Golfo de Penas,╨ƒ╨╡╨╜╤î╤Å╤ü,Golfo de Penas,Golfo de Penas,Vß╗ïnh Penas,Σ╜⌐τ┤ìµû»τüú,1159118589,╪«┘ä█î╪¼ ┘╛┘å╪º╪│,╫₧╫ñ╫¿╫Ñ ╫ñ╫á╫É╫í,╨ƒ╨╡╨╜╤î╤Å╤ü,┌»╪º┘ä┘ü┘ê ┌ê█î ┘╛█î┘å╪º╪│,Σ╜⌐τ┤ìµû»τüú,South Pacific Ocean,South Pacific Ocean
bay,Bah├¡a Grande,,,,Bah├¡a Grande,6.0,10.0,5,Bah├¡a Grande,,╪¿╪º┘ç┘è╪º ╪¼╪▒╪º┘å╪»,αª¼αª╛αª╣αª┐αºƒαª╛ αªùαºìαª░αºìαª»αª╛αª¿αºìαªí,Bah├¡a Grande,Bah├¡a Grande,Bah├¡a Grande,╬£╧Ç╬▒╬»╬▒ ╬ô╧ü╬¼╬╜╧ä╬╡,αñ¼αñ╛αñ╣αñ┐αñ»αñ╛ αñùαÑìαñ░αñ╛αñéαñíαÑç,Bah├¡a Grande,Bahia Grande,Bah├¡a Grande,πâÉπéñπéó πé░πâ⌐πâ│πâç,δ░ö∞¥┤∞òä Ω╖╕δ₧Çδì░,Bah├¡a Grande,Bah├¡a Grande,Bah├¡a Grande,╨æ╨░╨╕╤Å-╨ô╤Ç╨░╨╜╨┤╨╡,Bah├¡a Grande,Bah├¡a Grande,Vß╗ïnh Grande,µá╝σà░σ╛╖µ╣╛,1159118629,╪¿╪º┘ç█î╪º ┌»╪▒╪º┘å╪»┘ç,╫₧╫ñ╫¿╫Ñ ╫Æ╫¿╫á╫ô╫ö,╨æ╨░╤Å-╨ô╤Ç╨░╨╜╨┤╨╡,╪¿╪º█ü█î█ü ┌»╪▒╪º┘å┌ê█Æ,σñºτüú,South Atlantic Ocean,South Atlantic Ocean
bay,Marguerite Bay,,Version 1.4,,baie de Marguerite,5.7,10.0,5,Marguerite Bay,Q141727,╪«┘ä┘è╪¼ ┘à╪º╪▒╪║╪▒┘è╪¬,αª«αª╛αª░αªùαºüαºƒαºçαª░αª┐αªñαºç αª¼αºç,Marguerite Bay,Marguerite Bay,Bah├¡a Margarita,╬Ü╧î╬╗╧Ç╬┐╧é ╬£╬▒╧ü╬│╬║╬╡╧ü╬»╧ä╬╡,αñ«αñ╛αñ░αÑìαñùαÑüαñ░αñ╛αñçαñƒ αñûαñ╛αÑ£αÑÇ,Marguerite-├╢b├╢l,Teluk Marguerite,Baia di Marguerite,πâ₧πâ½πé░πâ¬πââπâêµ╣╛,δºêΩ▒░δª¼φè╕δºî,Marguerite Bay,Zatoka Ma┼égorzaty,Ba├¡a Margarida,╨╖╨░╨╗╨╕╨▓ ╨£╨░╤Ç╨│╨░╤Ç╨╡╤é,Marguerite Bay,Marguerite K├╢rfezi,Vß╗ïnh Marguerite,τæ¬µá╝Θ║ùτë╣τüú,1159118651,╪«┘ä█î╪¼ ┘à╪º╪▒┌»┘ê╪ª╪▒█î╪¬┘ç,╫₧╫ñ╫¿╫Ñ ╫₧╫¿╫Æ╫¿╫Ö╫ÿ,╨£╨░╤Ç╨│╨░╤Ç╨╡╤é-╨æ╨╡╨╣,┘à╪º╪▒┌»┘ê╪ª█î╪▒╪º╪ª┘╣ ╪¿█Æ,τæ¬µá╝Θ║ùτë╣τüú,Southern Ocean,Southern Ocean
